"MAGIC, MONSTERS, & MACHINES – A STUDY IN BELONGING  & HUMANITY","11,12",CLASS,ENGLISH,"This course will explore representations of monstrosity and magic in literature.  Monsters often reveal our deepest fears while magic presents our most prevalent desires — what we wish for most.  In this course we will explore the societal, cultural, and historical implications of the monsters we meet and the magic that reveals the character's most dire needs and attempts to survive.  We will work with the course's essential questions: how do authors use monsters or magic to reveal societal fears and desires?  What does it mean to be human?  How do humans (and perhaps even monsters) find a sense of self and belonging amidst the turmoil?  Texts may include TJ Klune’s The Lives of Puppets, Moshin Hamid's Exit West, Kazuo Ishiguro’s Klara and the Sun, and Karen Russell's Swamplandia!"
THE PEN AND THE SWORD:  POWER AND POLITICS IN LITERATURE,"11,12",CLASS,ENGLISH,"Lord John Acton once famously said, “power tends to corrupt, and absolute power corrupts absolutely.”  Throughout this course we will examine the truth of that claim.  What is it that makes humans wish to control others?  How do people determine the difference between privileges and inalienable rights, and what do they do when the latter are taken away?  What makes people stand up and fight?  What happens after the dust has settled, and the new regime is in place?  What is to be done when the cure is no better than the disease?This course will require us to grapple with divisions along ideological, class, race, and gender lines.  While the texts we will study in this class are all fiction, each has its root in real-world problems, either current, historical, or potential.  Possible texts include George Orwell’s classic allegory, Animal Farm; Shakespeare’s Julius Caesar; Chinua Achebe’s Things Fall Apart; Margaret Atwood’s The Handmaid’s Tale; and Frank Capra’s Mr. Smith Goes to Washington. We will consider what the authors’ original intent might have been and how successful those goals ultimately are.  In other words: Is the pen really mightier than the sword?  Writing will be largely analytical, but there will also be opportunities for students to wield their own pens as (metaphorical) weapons."
POETRY: MAKING MEANING,"11,12",CLASS,ENGLISH,"If, as Marianne Moore wrote, “you demand on one hand.../ the raw material of poetry in/all its rawness and/ that which is on the other hand/ genuine, then you are interested in poetry.”  Bring your interest in poetry and a desire to develop your skills as a poet to this class.  We will consider and study a wide range of traditional and contemporary poetry as well as voices in translation, looking at collections of poetry in addition to individual poems. There will also be a significant poetry writing component; experimenting with a variety of forms — including the sonnet, villanelle, pantoum, and ghazal — each student will gradually create a portfolio of poems to share in class.  In addition to the portfolio, students will keep a journal of observations and notes for poems to be written.  Students will also write analytical essays on selected poems.  Along the way students will immerse themselves in one poet’s work and share their research with the class.  Texts include The Making of a Poem: A Norton Anthology of Poetic Forms, Mary Oliver’s A Poetry Handbook, and selected poems."
RED HERRINGS AND (LITTLE) GREY CELLS: THE DETECTIVE IN LITERATURE,"11,12",CLASS,ENGLISH,"There is something immensely satisfying about curling up with a good mystery novel, whiling away the time reading about secrets, lies, murder, and mayhem from the safety of our own living rooms.  But why?  What is it about the genre that has made it so enduringly appealing?  Throughout this course we will strive to articulate an answer to that question while we examine the evolution of the fictional detective, from the epitome of the “formal” detective, Sherlock Holmes, to the ultimate “hard-boiled” detective, Sam Spade.  We will consider the ways in which these detectives reflect the time and place of their creation and what their moral codes tell us about our own society.  We will also hone our own detective skills as we analyze dialogue for means, motive, and opportunity; dissect plots to distinguish between red herrings and genuine clues’ and, of course, try to figure out “whodunnit.”  Possible texts include A Study in Scarlet by Sir Arthur Conan Doyle, The Murder of Roger Ackroyd by Agatha Christie, John Huston’s film adaptation of The Maltese Falcon, In a Lonely Place by Dorothy B. Hughes, and Rian Johnson’s twists on the genre:  Brick and Knives Out.  In addition to writing analytical essays and informal responses to the literature, students will have the opportunity to create their own murder mystery games and write original short stories."
SHAKESPEAREAN INSPIRATIONS,"11,12",CLASS,ENGLISH,"Shakespeare’s plays encompass the range of human experience in ways as intriguing and provocative today as when they were written.  For this reason, they continue to inspire new generations of writers, filmmakers, and musicians who recast Shakespeare’s work in innovative and surprising interpretations.At the heart of this course lies the open-endedness of Shakespeare’s characters and plays.  Shakespeare’s creative imagination seems limitless, and yet, he continually calls on us and on our imaginations, inviting us to co-create alongside him.  Shakespeare does not editorialize, moralize, or tip his hand.  He shows us everything, but he tells us nothing.  We must fill in the blanks for ourselves and form our own stories, stories that continue to unfold and evolve long after the plays have ended.  When we approach Shakespeare through the questions, large and small, that his plays inspire in us, we engage in a conversation with the author and with ourselves.  Moreover, we dissolve the artificial distinctions among auditor, reader, actor, director, scholar, and creative artist.We will approach Shakespeare’s plays through reading aloud, informal class performances, class discussions, and small group presentations.  Assessments will include creative, reflective, and analytic writing that is grounded in authentic, rather than purely literary, questions about the plays and characters.  In addition, students will have the chance to share their research on some aspects of Shakespeare’s plays, such as the source material, historical and fictional, that inspired them.  Readings will include Macbeth, Othello, and either A Midsummer Night’s Dream or Much Ado About Nothing."
GRADE WORLD RELIGIONS IN HISTORY,9,CLASS,HISTORY,"This course will investigate how religion and philosophy provide meaning to the human experience.  During the first half of the course, we will create a foundational and sympathetic understanding of the major families of religion and philosophy by exploring their origins, core beliefs, key practices, and diverse expression in today’s world.  These families include, in chronological order: Indic religions (Hinduism, Buddhism, and Sikhism), East Asian religions (Confucianism and Daoism), and Abrahamic religions (Judaism, Christianity, and Islam).  During the second half of the year, we will examine how these worldviews evolve and maintain their traditions as they come into contact throughout world history.  We will take a case study approach to explore themes of intellectual evolution, cultural assimilation, and syncretism, as well as conflict and conquest.  Examples of case studies could include the interaction of Hinduism and Islam in Mughal India; the intersection among Christianity, Islam, and African traditional religions in Nigeria; genocide and the Holocaust; and the tension between traditional Chinese thought and Maoist philosophy in modern China.  At the end of the year, students will write a research paper on some aspect of religion in America."
GRADE AMERICAN HISTORY AND CULTURE,10,CLASS,HISTORY,"The goal of the 10th grade American History course is to inspire students to become reflective, concerned, and engaged citizens who are armed with a deep and broad understanding of our collective past.  Blending together the very best of chronological and thematic approaches, the curriculum highlights the manifold innovations, dreams, flaws, failures, and achievements of a diverse population.  Essential themes underscore the nature of identity and culture; geography, people, and the environment; citizenship, governance, and power; work, exchange, and technology; and global interconnectedness.  Through primary and secondary source analysis, writing assignments, and projects, students will hone their analytical thinking and research skills throughout the year.  Students will engage in two interdisciplinary American Studies research papers that combine students’ work in both the English and History Departments."
AP ART HISTORY,"11,12",CLASS,HISTORY,"This course examines art produced across the world from the earliest civilizations to the present (roughly 3000 BCE to 2015 CE), providing students with a global foundation in the history of art and architecture and focusing on a core of 250 works.  We will deal with major artistic monuments and movements, paying particular attention to how art shapes and is shaped by the social, historical, religious, and political circumstances of the period and culture.  Following the redesign of the AP Art History exam, which students are required to take, are the three big ideas of this course.  First, artists manipulate materials and ideas to create an aesthetic object, act, or event.  Second, art making is shaped by tradition and change, and third, interpretations of art are variable.  Our three essential questions for the year will be:  What is art and how is it made?  Why and how does art change?  How do we describe our thinking about art?  Our emphasis on culture, history, writing, and critical analysis fosters the kinds of skills crucial for success in any profession involving synthetic thinking.  To extend their learning, students will have opportunities to explore local and regional art museums."
AP COMPARATIVE GOVERNMENT AND POLITICS,"11,12",CLASS,HISTORY,"AP Comparative Government and Politics is an introductory college-level course that uses a comparative approach to examine the political structures; policies; and political, economic, and social challenges of six selected countries: China, Iran, Mexico, Nigeria, Russia, and the United Kingdom.  We begin by focusing on foundational political concepts and ideas before moving on to an examination of the history, structure, and policies of the six course countries.  Employing the disciplinary practices of political scientists, students analyze data and text-based sources as they explore topics like power and authority, legitimacy and stability, democratization, internal and external forces, and methods of political analysis.  This course is designed to prepare students for the Advanced Placement Comparative Government and Politics Exam by making demands upon them equivalent to that of an introductory college course."
AP EUROPEAN HISTORY,"11,12",CLASS,HISTORY,"Advanced Placement Modern European History is a full-year course focusing on European history from 1450 to the present, including the Renaissance and Reformation, the evolution of Constitutionalism, the Enlightenment and French Revolution, the rise of Nationalism, the World Wars and the Cold War, and Modern Europe.  Coursework includes analysis of historical documents, student-centered activities and simulations, and rigorous development of the writing craft through document-based, long essay and short answer questions.  This course is designed to prepare students for the Advanced Placement Modern European History Exam by making demands upon them equivalent to that of an introductory college course.  This includes using an AP-level textbook and supplemental primary and secondary materials.  Highly motivated, independent learners who have a strong interest in European history should take this course.  Students are required to take the AP exam in May."
AP HUMAN GEOGRAPHY,"11,12",CLASS,HISTORY,"This course examines the ‘why of where,’ as students learn to employ spatial concepts and geographic analysis to understand the economic, social, political, cultural, and demographic organization of human societies and their environmental impact.  Content is presented thematically rather than regionally and is organized around the discipline’s main subfields: economic geography, cultural geography, political geography, urban geography, and population geography, as well as food production and agriculture.  The approach is spatial and problem oriented.  Case studies are drawn from all world regions with an emphasis on understanding the world in which we live today.  Major topics include:  economic development, cultural change, population growth, migration, ethnicity, gender and race, political conflicts, food production and agricultural land use, urban development, and climate change.  By the end of the course, students should be more geoliterate, more engaged in contemporary global issues, and more nuanced in their viewpoints.  Geographic understanding should become a source of ideas for identifying, clarifying, and solving problems at various scales and a key component of building global citizenship and environmental stewardship.  Students are required to take the AP exam in May.AP U.S. GOVERNMENT AND POLITICSThis course focuses on power in the United States.  Politics helps determine the distribution of power in a society.  Together we will practice research, writing, critical thinking, and political engagement skills.  We will prepare for the exam in AP U.S. Government and Politics by examining the American system of government from many angles.  Students gain a familiarity with the various institutions, groups, and ideologies that shape U.S. politics with a focus on how varied interpretations of the United States Constitution affects our lives.  Students will engage in textbook reading, supplemental material, and the analysis of Supreme Court cases.  As the material in this class affects society deeply on a regular basis, students should expect to keep up with the news.  Ultimately, this course will help students become more aware and involved members of American democracy.  Students are required to take the AP examination in May."
AMERICAN FOREIGN INVOLVEMENT,"11,12",CLASS,HISTORY,"This course is an introduction to American foreign policy from the Cold War to the present.  The United States is and will likely remain the most important actor on the international stage for some time, so this course considers how America came to occupy that position and what it means for the future.  To answer these questions, the class is divided into three sections.  First, we will consider the history of the Cold War, especially the saga of the Vietnam War, to the fall of the Soviet Union. Next, we will analyze the institutions and ideas which have shaped the debate between isolation and intervention in places such as Somalia, the former Yugoslavia, Kuwait, Afghanistan, and Iraq.  Finally, we will turn to a range of contemporary challenges facing the United States, including terrorism, nuclear proliferation, human rights abuses, cyberwarfare, global governance, and more.  By the end of the course, students will better understand the world around them and the emergence of future conflicts as well."
BIOETHICS,"11,12",CLASS,HISTORY,"Should humans use animals for food or other resources?  Should a person be able to end their life when they have a terminal illness?  Is it right to terminate a pregnancy?  Always?  Sometimes?  Never?  Most importantly, why?If thinking about, discussing, researching, and grappling with questions like these excites you, Bioethics is the course for you!  Bioethics is a broad field of study that pulls from different disciplines to explore and respond to moral and ethical dilemmas.  For any dilemma we study, we’ll explore it scientifically and ethically.  Scientific conclusions can inform moral decisions.  For example, when grappling with whether to use new vaccine technology (as we did with the COVID vaccines), scientists can gather empirical observations about safety and efficacy to inform decision making.  We will learn not only to understand relevant scientific content, but to analyze those conclusions for power and limitations to help us decide how they inform a moral dilemma. To determine what we might consider a right action, we will learn to employ ethical frameworks – such as utilitarianism – to assist us in our decision making.  Likewise, we will read ethical positions constructed by philosophers (who sometimes disagree with each other!) to see how they think about the dilemmas we discuss.In this course students will be asked to do the following:Start any exploration by asking questions to direct their learning;Consume a variety of sources to learn pertinent scientific content;Evaluate scientific conclusions (pulled from primary literature) for power and limitations;Read philosophical positions to understand them (rather than critique them);Apply ethical frameworks to inform one’s decision making;Fairmindedly articulate positions with which one may disagree;Listen to and learn from classmates; andConstruct positions on dilemmas for which there is no one right answer."
BOLLYWOOD:  MODERN INDIAN HISTORY THROUGH FILM,"11,12",CLASS,HISTORY,"This one-semester course will examine the making of modern India by looking at important events between 1857 and the present.  As a window into this important history, we will study how popular Indian films have interpreted (and sometimes misinterpreted) key moments and developments in this period.  Beginning with the Great Uprising of 1857 through the struggle for independence, Partition, and the social and political upheavals of the post-colonial era, we will come to understand how the Indian subcontinent was shaped into its current form over the past 175 years.  We will view a variety of films throughout the semester, such as The Rising: Mangel Pandey, Lagaan, Rang de Basanti, Tamas, Salaam Bombay, and Three Idiots.  Readings from primary and secondary sources will help students assess and analyze the issue of historical and social perspective in these films.  Students will write a series of short essays, participate in class discussions, and engage in a concluding project."
"BREAKING NEWS, FAKING NEWS, & MAKING NEWS","11,12",CLASS,HISTORY,"This course prepares students to be ethically informed and engaged members of the global community by exploring current world events and issues as case studies.  Through source analysis, simulations, discussions, and research, students will evaluate multiple perspectives on contemporary issues and examine the systems that frame global networks and connections.  Past case study topics have included the treatment of Uigur Muslims in China, climate change policy, the militarization of police, and the 2020 U.S. presidential election.  In addition to understanding and analyzing current issues facing different regions of the world, students will develop global thinking dispositions and media literacy skills.  The course culminates in an inquiry-driven Global Advocacy Project in which students use the design-thinking process to identify and investigate an important global issue of their choosing and to create a plan of action to address that issue.  Past Global Advocacy Projects have included a website addressing COVID vaccine inequities in America, a campaign against mass incarceration, and a curriculum about redlining and its modern implications."
"CLASS, RACE, AND POVERTY","11,12",CLASS,HISTORY,"This course examines various intersections of race and class in American society. The central focus will be developing an understanding of how race and class work together to shape life as we know it.  Along the way we will highlight particular topics such as home ownership, environmentalism, criminal justice, and education.  In each case a deep dive will familiarize us with specifics as we unpack the emergence of social, political, and economic inequalities as well as the mechanics of resistance.  By the end of the term, students will better understand the complexities of life in America and how to live with empathy for the experiences of others."
CONTEMPORARY AMERICAN FEMINISM,"11,12",CLASS,HISTORY,"The goal of this course is to examine what it means, and has meant, to be a feminist in the United States and to help students identify their own space within this paradigm.  Together we will unpack the theory and history that inform where American society is today and look at cultural reflections, positive and negative, that shape the experiences of those who identify as women in this country.  Organized around three lenses – Mind, Body, and Heart & Soul – this course invites students to engage deeply in the study of feminist voices and their intellectual roots and offers many opportunities to express where students’ personal narratives become part of the story of American feminism."
DISRUPTION: TECHNOLOGY AND SOCIETY,"11,12",CLASS,HISTORY,"Imagining a life without smartphones, internet shopping, or social media is difficult, but these everyday technologies have only been around for a decade or two.  Considering how dramatically the human experience has changed in the past twenty years, technology has clearly disrupted our society, transforming how we learn, interact, work, and live in fundamental ways. This disruptive nature of technology is nothing new, however.  Historical discoveries such as the printing press, the steam engine, and plastic have completely revolutionized how human beings operate.  Through this course, students will examine past, present, and emerging technologies to better understand the disruptive impact of innovation, gaining critical perspective on the role technology has played in history, and the big questions that face humanity today.  Students will hone their research, writing, and media literacy skills while pursuing topics of personal relevance, and the class will have opportunities to interact with professionals in fields revolutionized by technology. Additionally, students will gain a basic understanding of how cutting-edge technologies such as artificial intelligence and digital fabrication actually work."
ENVIRONMENTAL HISTORY:  NATURE AND POWER,"11,12",CLASS,HISTORY,"This class radically expands our notion of history.  It argues that history must include both people and plants, animals, and disease.  From agriculture to bitcoin, little can exist without considering the environment.  Environmental historians also push on categories that people use to divide the world.  What makes something “natural” or “artificial,” “wild” or “civilized,” “human” or “non-human”?  In this class students will deepen their understandings of the world.  They will study documents, images, and the environment itself.  Topics cover a range of human difference and experience, including indigenous societies, environmental racism, energy and technology, health and medicine, food politics, and ideas of gender and the body."
ETHICS,"11,12",CLASS,HISTORY,"This course is an introduction to the philosophical study of morality.  Ethical questions confront us every day:  Should I buy a latte or give a few dollars to charity?  Is it ever okay to lie?  Should I support abortion rights?  What about gun control?  Why should I care about the suffering of animals?  Most of us have thought about these questions, but ethicists explore them in all their beautiful complexity.  Over the course of the semester, we will survey key ethical platforms such as utilitarianism, deontology, rights, virtue, and care while applying these insights to contemporary social controversies."
